run,modelname,treatname,angle,spd,from,to,centerfreq,value
20120608081307,nothing,no,0,80,U,U,16.0,3.72811863221e-05
20120608081307,nothing,no,0,80,U,U,32.0,8.63513032444e-06
20120608081307,nothing,no,0,80,U,U,64.0,6.58482329028e-06
20120608081307,nothing,no,0,80,U,U,128.0,3.42821233553e-06
20120608081307,nothing,no,0,80,V,V,0.015625,5.71381642991e-05
20120608081307,nothing,no,0,80,V,V,0.03125,0.000147705434615
20120608081307,nothing,no,0,80,V,V,0.0625,0.000407247861098
20120608081307,nothing,no,0,80,V,V,0.125,0.000824389429676
20120608081307,nothing,no,0,80,V,V,0.25,0.000666324978548
20120608081307,nothing,no,0,80,V,V,0.5,0.000241733759562
20120608081307,nothing,no,0,80,V,V,1.0,0.000110501729785
20120608081307,nothing,no,0,80,V,V,2.0,7.01054956051e-05
20120608081307,nothing,no,0,80,V,V,4.0,5.02297375841e-05
20120608081307,nothing,no,0,80,V,V,8.0,5.2397416512e-05
20120608081307,nothing,no,0,80,V,V,16.0,4.7252008708e-05
20120608081307,nothing,no,0,80,V,V,32.0,1.29976330458e-05
20120608081307,nothing,no,0,80,V,V,64.0,9.51203573618e-06
20120608081307,nothing,no,0,80,V,V,128.0,5.13229926072e-06
20120608081307,nothing,no,0,80,W,W,0.015625,1.27488410588e-06
20120608081307,nothing,no,0,80,W,W,0.03125,3.47607251772e-06
20120608081307,nothing,no,0,80,W,W,0.0625,1.18934666989e-05
20120608081307,nothing,no,0,80,W,W,0.125,6.68623577138e-05
20120608081307,nothing,no,0,80,W,W,0.25,7.40892458649e-05
20120608081307,nothing,no,0,80,W,W,0.5,3.12687108313e-05
20120608081307,nothing,no,0,80,W,W,1.0,2.26128219409e-05
20120608081307,nothing,no,0,80,W,W,2.0,2.58979991919e-05
20120608081307,nothing,no,0,80,W,W,4.0,2.95742485175e-05
20120608081307,nothing,no,0,80,W,W,8.0,3.57654135483e-05
20120608081307,nothing,no,0,80,W,W,16.0,3.98459673557e-05
20120608081307,nothing,no,0,80,W,W,32.0,8.30462066466e-06
20120608081307,nothing,no,0,80,W,W,64.0,7.01024181815e-06
20120608081307,nothing,no,0,80,W,W,128.0,3.9203783363e-06
20120608081307,nothing,no,0,0,U,U,0.015625,2.49763110568e-07
20120608081307,nothing,no,0,0,U,U,0.03125,6.87895027839e-07
20120608081307,nothing,no,0,0,U,U,0.0625,1.95478599637e-06
20120608081307,nothing,no,0,0,U,U,0.125,2.88819095785e-06
20120608081307,nothing,no,0,0,U,U,0.25,1.08883637246e-06
20120608081307,nothing,no,0,0,U,U,0.5,5.94492783209e-07
20120608081307,nothing,no,0,0,U,U,1.0,6.50809102018e-07
20120608081307,nothing,no,0,0,U,U,2.0,1.21881975336e-06
20120608081307,nothing,no,0,0,U,U,4.0,2.83149200822e-06
20120608081307,nothing,no,0,0,U,U,8.0,3.37634394304e-06
20120608081307,nothing,no,0,0,U,U,16.0,4.66521097469e-06
20120608081307,nothing,no,0,0,U,U,32.0,9.32861233908e-07
20120608081307,nothing,no,0,0,U,U,64.0,7.54400663255e-07
20120608081307,nothing,no,0,0,U,U,128.0,4.46115178084e-07
20120608081307,nothing,no,0,0,V,V,0.015625,5.59759882804e-07
20120608081307,nothing,no,0,0,V,V,0.03125,1.54225690549e-06
20120608081307,nothing,no,0,0,V,V,0.0625,4.38416113707e-06
20120608081307,nothing,no,0,0,V,V,0.125,6.48321593684e-06
20120608081307,nothing,no,0,0,V,V,0.25,2.44161579993e-06
20120608081307,nothing,no,0,0,V,V,0.5,1.33655175605e-06
20120608081307,nothing,no,0,0,V,V,1.0,1.46743568771e-06
20120608081307,nothing,no,0,0,V,V,2.0,2.74041713758e-06
20120608081307,nothing,no,0,0,V,V,4.0,6.36907166496e-06
20120608081307,nothing,no,0,0,V,V,8.0,7.59551005671e-06
20120608081307,nothing,no,0,0,V,V,16.0,1.04953974875e-05
20120608081307,nothing,no,0,0,V,V,32.0,2.09861343667e-06
20120608081307,nothing,no,0,0,V,V,64.0,1.69714542012e-06
20120608081307,nothing,no,0,0,V,V,128.0,1.00342771763e-06
20120608081307,nothing,no,0,0,W,W,0.015625,2.46849268209e-07
20120608081307,nothing,no,0,0,W,W,0.03125,6.80630282209e-07
20120608081307,nothing,no,0,0,W,W,0.0625,1.93619047386e-06
20120608081307,nothing,no,0,0,W,W,0.125,2.86818173958e-06
