run,modelname,treatname,angle,spd,kcenterfreq,value
20120628072400,nothing,sml,0,250,256.0,0.000113985472994
20120628072400,nothing,sml,0,250,512.0,1.67106943726e-05
20120628072400,nothing,sml,0,250,1024.0,2.93583296671e-06
20120628072400,nothing,sml,0,250,2048.0,3.34410646439e-06
20120628072400,nothing,sml,0,250,4096.0,nan
20120628072400,nothing,sml,0,250,8192.0,nan
20120628072400,nothing,sml,0,250,16384.0,nan
20120628072400,nothing,coarse,0,50,8.0,4.39180954401e-06
20120628072400,nothing,coarse,0,50,16.0,9.58963147716e-06
20120628072400,nothing,coarse,0,50,32.0,5.24982563768e-06
20120628072400,nothing,coarse,0,50,64.0,1.31734932783e-05
20120628072400,nothing,coarse,0,50,128.0,2.35398465662e-06
20120628072400,nothing,coarse,0,50,256.0,7.61812922799e-07
20120628072400,nothing,coarse,0,50,512.0,3.12791294007e-06
20120628072400,nothing,coarse,0,50,1024.0,5.50264385375e-07
20120628072400,nothing,coarse,0,50,2048.0,6.47995907149e-07
20120628072400,nothing,coarse,0,50,4096.0,9.96981937516e-08
20120628072400,nothing,coarse,0,50,8192.0,7.33996742072e-08
20120628072400,nothing,coarse,0,50,16384.0,4.26570689683e-08
20120628072400,nothing,sml,0,50,8.0,4.39945079737e-05
20120628072400,nothing,sml,0,50,16.0,6.90930467878e-05
20120628072400,nothing,sml,0,50,32.0,2.7293441678e-05
20120628072400,nothing,sml,0,50,64.0,1.69580246896e-05
20120628072400,nothing,sml,0,50,128.0,2.56942171248e-06
20120628072400,nothing,sml,0,50,256.0,8.5470324282e-07
20120628072400,nothing,sml,0,50,512.0,3.05088648791e-06
20120628072400,nothing,sml,0,50,1024.0,4.88691729947e-07
20120628072400,nothing,sml,0,50,2048.0,6.06130248963e-07
20120628072400,nothing,sml,0,50,4096.0,9.9425966942e-08
20120628072400,nothing,sml,0,50,8192.0,9.90473574533e-08
20120628072400,nothing,sml,0,50,16384.0,3.31086244909e-08
20120628072400,nothing,sml,0,100,8.0,0.00472817210262
20120628072400,nothing,sml,0,100,16.0,0.00267743817327
20120628072400,nothing,sml,0,100,32.0,0.000459153692019
20120628072400,nothing,sml,0,100,64.0,2.32766705387e-05
20120628072400,nothing,sml,0,100,128.0,5.58837932668e-06
20120628072400,nothing,sml,0,100,256.0,9.39649940375e-07
20120628072400,nothing,sml,0,100,512.0,1.64746355498e-06
20120628072400,nothing,sml,0,100,1024.0,2.06933157707e-06
20120628072400,nothing,sml,0,100,2048.0,4.38003956569e-07
20120628072400,nothing,sml,0,100,4096.0,2.2760517564e-07
20120628072400,nothing,sml,0,100,8192.0,2.43802585986e-08
20120628072400,nothing,sml,0,100,16384.0,nan
20120628072400,nothing,coarse,0,250,8.0,0.0147388760723
20120628072400,nothing,coarse,0,250,16.0,0.0138260619167
20120628072400,nothing,coarse,0,250,32.0,0.00364884114415
20120628072400,nothing,coarse,0,250,64.0,0.000268678079866
20120628072400,nothing,coarse,0,250,128.0,3.34825490063e-05
20120628072400,nothing,coarse,0,250,256.0,0.000110618193834
20120628072400,nothing,coarse,0,250,512.0,1.21810905059e-05
20120628072400,nothing,coarse,0,250,1024.0,6.66317105725e-06
20120628072400,nothing,coarse,0,250,2048.0,6.47683467562e-06
20120628072400,nothing,coarse,0,250,4096.0,nan
20120628072400,nothing,coarse,0,250,8192.0,nan
20120628072400,nothing,coarse,0,250,16384.0,nan
20120628072400,nothing,med,0,250,8.0,0.186529148306
20120628072400,nothing,med,0,250,16.0,0.0756514171643
20120628072400,nothing,med,0,250,32.0,0.0258853343141
20120628072400,nothing,med,0,250,64.0,0.00654779124853
20120628072400,nothing,med,0,250,128.0,0.000962983820068
20120628072400,nothing,med,0,250,256.0,0.000122052716676
20120628072400,nothing,med,0,250,512.0,1.97119054516e-05
20120628072400,nothing,med,0,250,1024.0,3.86916490745e-06
20120628072400,nothing,med,0,250,2048.0,3.56127732455e-06
20120628072400,nothing,med,0,250,4096.0,nan
20120628072400,nothing,med,0,250,8192.0,nan
20120628072400,nothing,med,0,250,16384.0,nan
