run,modelname,treatname,angle,spd,frequency,Pxx
20120622135700,nothing,no,0,100,0.0,4.48163406134e-08
20120622135700,nothing,no,0,100,5.38330078125,1.5936868646e-07
20120622135700,nothing,no,0,100,10.7666015625,3.5755854035e-07
20120622135700,nothing,no,0,100,16.1499023438,9.34946770389e-07
20120622135700,nothing,no,0,100,21.533203125,2.26150653186e-06
20120622135700,nothing,no,0,100,26.9165039062,3.28625950511e-06
20120622135700,nothing,no,0,100,32.2998046875,3.15882745792e-06
20120622135700,nothing,no,0,100,37.6831054688,3.06473886708e-06
20120622135700,nothing,no,0,100,43.06640625,2.7350350275e-06
20120622135700,nothing,no,0,100,48.4497070312,2.46891550404e-06
20120622135700,nothing,no,0,100,53.8330078125,2.41683148219e-06
20120622135700,nothing,no,0,100,59.2163085938,2.24113321469e-06
20120622135700,nothing,no,0,100,64.599609375,2.18794942246e-06
20120622135700,nothing,no,0,100,69.9829101562,1.47855448925e-06
20120622135700,nothing,no,0,100,75.3662109375,1.28629297537e-06
20120622135700,nothing,no,0,100,80.7495117188,3.39965976531e-06
20120622135700,nothing,no,0,100,86.1328125,4.54616584427e-06
20120622135700,nothing,no,0,100,91.5161132812,1.5719684246e-06
20120622135700,nothing,no,0,100,96.8994140625,4.86534767913e-07
20120622135700,nothing,no,0,100,102.282714844,3.51365600016e-07
20120622135700,nothing,no,0,100,107.666015625,2.60384302544e-07
20120622135700,nothing,no,0,100,113.049316406,2.14230326621e-07
20120622135700,nothing,no,0,100,118.432617188,2.43415160184e-07
20120622135700,nothing,no,0,100,123.815917969,2.62294882318e-07
20120622135700,nothing,no,0,100,129.19921875,2.38701319021e-07
20120622135700,nothing,no,0,100,134.582519531,1.45626195925e-07
20120622135700,nothing,no,0,100,139.965820312,3.16329969751e-07
20120622135700,nothing,no,0,100,145.349121094,3.41654116705e-07
20120622135700,nothing,no,0,100,150.732421875,6.06334495032e-08
20120622135700,nothing,no,0,100,156.115722656,5.44082848837e-08
20120622135700,nothing,no,0,100,161.499023438,6.11244578075e-08
20120622135700,nothing,no,0,100,166.882324219,6.56360786649e-08
20120622135700,nothing,no,0,100,172.265625,6.73200445121e-08
20120622135700,nothing,no,0,100,177.648925781,6.49266381667e-08
20120622135700,nothing,no,0,100,183.032226562,1.73381503919e-07
20120622135700,nothing,no,0,100,188.415527344,2.79992309563e-07
20120622135700,nothing,no,0,100,193.798828125,7.13249169071e-08
20120622135700,nothing,no,0,100,199.182128906,3.66688660017e-08
20120622135700,nothing,no,0,100,204.565429688,4.87719507586e-08
20120622135700,nothing,no,0,100,209.948730469,4.04325945947e-08
20120622135700,nothing,no,0,100,215.33203125,1.4749606297e-08
20120622135700,nothing,no,0,100,220.715332031,5.50912807544e-09
20120622135700,nothing,no,0,100,226.098632812,3.78578742427e-09
20120622135700,nothing,no,0,100,231.481933594,5.02543828983e-09
20120622135700,nothing,no,0,100,236.865234375,1.14324652439e-08
20120622135700,nothing,no,0,100,242.248535156,1.41588762973e-08
20120622135700,nothing,no,0,100,247.631835938,1.58587219714e-08
20120622135700,nothing,no,0,100,253.015136719,1.96232047591e-08
20120622135700,nothing,no,0,100,258.3984375,1.28730962536e-08
20120622135700,nothing,no,0,100,263.781738281,1.23039798904e-08
20120622135700,nothing,no,0,100,269.165039062,9.98394583618e-09
20120622135700,nothing,no,0,100,274.548339844,8.5752538227e-09
20120622135700,nothing,no,0,100,279.931640625,5.08307123355e-09
20120622135700,nothing,no,0,100,285.314941406,5.641403489e-09
20120622135700,nothing,no,0,100,290.698242188,6.63279581399e-09
20120622135700,nothing,no,0,100,296.081542969,5.4162302736e-09
20120622135700,nothing,no,0,100,301.46484375,3.99505589376e-09
20120622135700,nothing,no,0,100,306.848144531,5.1954812765e-09
20120622135700,nothing,no,0,100,312.231445312,1.07887045956e-08
20120622135700,nothing,no,0,100,317.614746094,2.74478900345e-08
20120622135700,nothing,no,0,100,322.998046875,1.95167229984e-08
20120622135700,nothing,no,0,100,328.381347656,1.85101174176e-08
20120622135700,nothing,no,0,100,333.764648438,2.02748321987e-08
20120622135700,nothing,no,0,100,339.147949219,1.28896821032e-08
20120622135700,nothing,no,0,100,344.53125,9.66656347039e-09
20120622135700,nothing,no,0,100,349.914550781,1.244364477e-08
20120622135700,nothing,no,0,100,355.297851562,1.68252724272e-08
20120622135700,nothing,no,0,100,360.681152344,1.8442511686e-08
20120622135700,nothing,no,0,100,366.064453125,2.29996253807e-08
20120622135700,nothing,no,0,100,371.447753906,8.32996606472e-08
20120622135700,nothing,no,0,100,376.831054688,2.25494183839e-07
20120622135700,nothing,no,0,100,382.214355469,2.12175368918e-07
20120622135700,nothing,no,0,100,387.59765625,7.8573914539e-08
20120622135700,nothing,no,0,100,392.980957031,1.62908758377e-07
20120622135700,nothing,no,0,100,398.364257812,2.15952351385e-07
20120622135700,nothing,no,0,100,403.747558594,1.25296686515e-07
20120622135700,nothing,no,0,100,409.130859375,6.6111205958e-08
20120622135700,nothing,no,0,100,414.514160156,5.56972480226e-08
20120622135700,nothing,no,0,100,419.897460938,2.98174085218e-08
20120622135700,nothing,no,0,100,425.280761719,2.10876263502e-08
20120622135700,nothing,no,0,100,430.6640625,1.13365936079e-08
20120622135700,nothing,no,0,100,436.047363281,3.49973964002e-09
20120622135700,nothing,no,0,100,441.430664062,2.9404519667e-09
20120622135700,nothing,no,0,100,446.813964844,2.75286119999e-09
20120622135700,nothing,no,0,100,452.197265625,7.1647045807e-09
20120622135700,nothing,no,0,100,457.580566406,7.72957790308e-09
20120622135700,nothing,no,0,100,462.963867188,5.09660827355e-09
20120622135700,nothing,no,0,100,468.347167969,5.72121462753e-09
20120622135700,nothing,no,0,100,473.73046875,7.56997493306e-09
20120622135700,nothing,no,0,100,479.113769531,5.71923245509e-09
20120622135700,nothing,no,0,100,484.497070312,5.39670587877e-09
20120622135700,nothing,no,0,100,489.880371094,1.58392488955e-08
20120622135700,nothing,no,0,100,495.263671875,1.05765593606e-08
20120622135700,nothing,no,0,100,500.646972656,6.66043257742e-09
20120622135700,nothing,no,0,100,506.030273438,5.29042327929e-09
20120622135700,nothing,no,0,100,511.413574219,4.37577378039e-09
20120622135700,nothing,no,0,100,516.796875,6.12099366695e-09
20120622135700,nothing,no,0,100,522.180175781,9.92477774804e-09
20120622135700,nothing,no,0,100,527.563476562,1.17208699467e-08
20120622135700,nothing,no,0,100,532.946777344,1.35397029641e-08
20120622135700,nothing,no,0,100,538.330078125,1.64205165434e-08
20120622135700,nothing,no,0,100,543.713378906,1.10472530121e-08
20120622135700,nothing,no,0,100,549.096679688,6.68116728889e-09
20120622135700,nothing,no,0,100,554.479980469,5.56999122197e-09
20120622135700,nothing,no,0,100,559.86328125,3.2740150409e-09
20120622135700,nothing,no,0,100,565.246582031,1.39291270581e-09
20120622135700,nothing,no,0,100,570.629882812,1.31113641117e-09
20120622135700,nothing,no,0,100,576.013183594,1.68078440848e-09
20120622135700,nothing,no,0,100,581.396484375,2.65111247316e-09
20120622135700,nothing,no,0,100,586.779785156,2.46134971947e-09
20120622135700,nothing,no,0,100,592.163085938,2.08979179939e-09
20120622135700,nothing,no,0,100,597.546386719,2.83773703779e-09
20120622135700,nothing,no,0,100,602.9296875,3.18431737447e-09
20120622135700,nothing,no,0,100,608.312988281,3.8840519673e-09
20120622135700,nothing,no,0,100,613.696289062,5.43687507759e-09
20120622135700,nothing,no,0,100,619.079589844,6.97697078456e-09
20120622135700,nothing,no,0,100,624.462890625,6.10065859553e-09
20120622135700,nothing,no,0,100,629.846191406,3.5608759361e-09
20120622135700,nothing,no,0,100,635.229492188,3.79648926611e-09
20120622135700,nothing,no,0,100,640.612792969,3.04804269322e-09
20120622135700,nothing,no,0,100,645.99609375,1.38750994341e-09
20120622135700,nothing,no,0,100,651.379394531,1.60888887075e-09
20120622135700,nothing,no,0,100,656.762695312,1.77712578682e-09
20120622135700,nothing,no,0,100,662.145996094,1.83931910881e-09
20120622135700,nothing,no,0,100,667.529296875,2.02910028014e-09
20120622135700,nothing,no,0,100,672.912597656,3.16615196645e-09
20120622135700,nothing,no,0,100,678.295898438,4.4873315603e-09
20120622135700,nothing,no,0,100,683.679199219,3.8145501184e-09
20120622135700,nothing,no,0,100,689.0625,3.06419211527e-09
20120622135700,nothing,no,0,100,694.445800781,2.15600613473e-09
20120622135700,nothing,no,0,100,699.829101562,2.0135580594e-09
20120622135700,nothing,no,0,100,705.212402344,4.24329326587e-09
20120622135700,nothing,no,0,100,710.595703125,4.71399778817e-09
20120622135700,nothing,no,0,100,715.979003906,3.05031434215e-09
20120622135700,nothing,no,0,100,721.362304688,2.10328602241e-09
20120622135700,nothing,no,0,100,726.745605469,2.0283688731e-09
20120622135700,nothing,no,0,100,732.12890625,1.76762731581e-09
20120622135700,nothing,no,0,100,737.512207031,1.49923509478e-09
20120622135700,nothing,no,0,100,742.895507812,1.29756688139e-09
20120622135700,nothing,no,0,100,748.278808594,1.7565340257e-09
20120622135700,nothing,no,0,100,753.662109375,3.85123301159e-09
20120622135700,nothing,no,0,100,759.045410156,1.0597965246e-08
20120622135700,nothing,no,0,100,764.428710938,2.15195741349e-08
20120622135700,nothing,no,0,100,769.812011719,2.34504295031e-08
20120622135700,nothing,no,0,100,775.1953125,7.97606304752e-09
20120622135700,nothing,no,0,100,780.578613281,3.762629834e-09
20120622135700,nothing,no,0,100,785.961914062,4.15635488808e-09
20120622135700,nothing,no,0,100,791.345214844,3.27012489762e-09
20120622135700,nothing,no,0,100,796.728515625,2.8146407272e-09
20120622135700,nothing,no,0,100,802.111816406,2.70014797888e-09
20120622135700,nothing,no,0,100,807.495117188,2.61103070279e-09
20120622135700,nothing,no,0,100,812.878417969,3.25661847149e-09
20120622135700,nothing,no,0,100,818.26171875,3.99487205555e-09
20120622135700,nothing,no,0,100,823.645019531,3.17588434833e-09
20120622135700,nothing,no,0,100,829.028320312,2.19496531267e-09
20120622135700,nothing,no,0,100,834.411621094,1.65250512829e-09
20120622135700,nothing,no,0,100,839.794921875,1.86815307293e-09
20120622135700,nothing,no,0,100,845.178222656,2.1429164053e-09
20120622135700,nothing,no,0,100,850.561523438,2.5486250573e-09
20120622135700,nothing,no,0,100,855.944824219,4.80599791211e-09
20120622135700,nothing,no,0,100,861.328125,6.66171549968e-09
20120622135700,nothing,no,0,100,866.711425781,7.66621906818e-09
20120622135700,nothing,no,0,100,872.094726562,5.40258441896e-09
20120622135700,nothing,no,0,100,877.478027344,3.04755432148e-09
20120622135700,nothing,no,0,100,882.861328125,3.29533459516e-09
20120622135700,nothing,no,0,100,888.244628906,4.12787678722e-09
20120622135700,nothing,no,0,100,893.627929688,3.73126406211e-09
20120622135700,nothing,no,0,100,899.011230469,2.84626857892e-09
