run,modelname,treatname,angle,spd,channel,variable,mean
20120516074717,rect4,no,0,250,FZ,mu_3,-0.0256708200121
20120516074717,rect4,no,0,250,TX,mu_4,1.37679062004
20120516074717,rect4,no,0,250,TY,mu_5,-0.0307194733086
20120516074717,rect4,no,0,250,TZ,mu_6,0.00197669198179
20120516074717,rect4,no,0,100,FX,mu_1,-0.00327588834476
20120516074717,rect4,no,0,100,FY,mu_2,-0.00602888906492
20120516074717,rect4,no,0,100,FZ,mu_3,0.0105390398787
20120516074717,rect4,no,0,100,TX,mu_4,0.10724703478
20120516074717,rect4,no,0,100,TY,mu_5,0.00742222036164
20120516074717,rect4,no,0,100,TZ,mu_6,0.00599860546553
20120519182455,pong8,fine,0,50,FX,mu_1,0.000235639413057
20120519182455,pong8,fine,0,50,FY,mu_2,-0.000810819400281
20120519182455,pong8,fine,0,50,FZ,mu_3,0.00191742529756
20120519182455,pong8,fine,0,50,TX,mu_4,-0.00417698227793
20120519182455,pong8,fine,0,50,TY,mu_5,-0.00391564756712
20120519182455,pong8,fine,0,50,TZ,mu_6,0.00329057930061
