run,modelname,treatname,angle,spd,from,to,kcenterfreq,value
20120609090806,nothing,no,0,100,U,U,1.0,1.54935262008e-05
20120609090806,nothing,no,0,100,U,U,2.0,2.2027910678e-05
20120609090806,nothing,no,0,100,U,U,4.0,3.31129657206e-05
20120609090806,nothing,no,0,100,U,U,8.0,nan
20120609090806,nothing,no,0,100,U,U,16.0,nan
20120609090806,nothing,no,0,100,U,U,32.0,nan
20120609090806,nothing,no,0,100,U,U,64.0,nan
20120609090806,nothing,no,0,100,U,U,128.0,nan
20120609090806,nothing,no,0,100,V,V,0.015625,0.000273403588174
20120609090806,nothing,no,0,100,V,V,0.03125,0.000452539189604
20120609090806,nothing,no,0,100,V,V,0.0625,0.000759396597718
20120609090806,nothing,no,0,100,V,V,0.125,0.000345503744246
20120609090806,nothing,no,0,100,V,V,0.25,0.000137542955628
20120609090806,nothing,no,0,100,V,V,0.5,6.95268238761e-05
20120609090806,nothing,no,0,100,V,V,1.0,5.86805599526e-05
20120609090806,nothing,no,0,100,V,V,2.0,5.0083769593e-05
20120609090806,nothing,no,0,100,V,V,4.0,8.02555794332e-05
20120609090806,nothing,no,0,100,V,V,8.0,nan
20120609090806,nothing,no,0,100,V,V,16.0,nan
20120609090806,nothing,no,0,100,V,V,32.0,nan
20120609090806,nothing,no,0,100,V,V,64.0,nan
20120609090806,nothing,no,0,100,V,V,128.0,nan
20120609090806,nothing,no,0,100,W,W,0.015625,2.65290021803e-06
20120609090806,nothing,no,0,100,W,W,0.03125,5.50839658445e-06
20120609090806,nothing,no,0,100,W,W,0.0625,9.50534716945e-06
20120609090806,nothing,no,0,100,W,W,0.125,3.93010057643e-05
20120609090806,nothing,no,0,100,W,W,0.25,1.77021419093e-05
20120609090806,nothing,no,0,100,W,W,0.5,1.14548291323e-05
20120609090806,nothing,no,0,100,W,W,1.0,1.33007626116e-05
20120609090806,nothing,no,0,100,W,W,2.0,1.54146081621e-05
20120609090806,nothing,no,0,100,W,W,4.0,2.63036456367e-05
20120609090806,nothing,no,0,100,W,W,8.0,nan
20120609090806,nothing,no,0,100,W,W,16.0,nan
20120609090806,nothing,no,0,100,W,W,32.0,nan
20120609090806,nothing,no,0,100,W,W,64.0,nan
20120609090806,nothing,no,0,100,W,W,128.0,nan
20120609090806,nothing,no,0,10,U,U,0.015625,1.95579656396e-08
20120609090806,nothing,no,0,10,U,U,0.03125,3.91184171463e-08
20120609090806,nothing,no,0,10,U,U,0.0625,8.0461502381e-08
20120609090806,nothing,no,0,10,U,U,0.125,1.73540071913e-07
20120609090806,nothing,no,0,10,U,U,0.25,4.02619736074e-07
20120609090806,nothing,no,0,10,U,U,0.5,1.02269827542e-06
20120609090806,nothing,no,0,10,U,U,1.0,1.38671798771e-06
20120609090806,nothing,no,0,10,U,U,2.0,7.39149407189e-07
20120609090806,nothing,no,0,10,U,U,4.0,2.51181635667e-07
20120609090806,nothing,no,0,10,U,U,8.0,1.98763236106e-07
20120609090806,nothing,no,0,10,U,U,16.0,4.12322878202e-07
20120609090806,nothing,no,0,10,U,U,32.0,7.59530679302e-07
20120609090806,nothing,no,0,10,U,U,64.0,1.29217571619e-06
20120609090806,nothing,no,0,10,U,U,128.0,2.64992092036e-06
20120609090806,nothing,no,0,10,V,V,0.015625,4.41046406526e-08
20120609090806,nothing,no,0,10,V,V,0.03125,9.21077848656e-08
20120609090806,nothing,no,0,10,V,V,0.0625,2.03556410393e-07
20120609090806,nothing,no,0,10,V,V,0.125,4.88712057668e-07
20120609090806,nothing,no,0,10,V,V,0.25,1.30073014197e-06
20120609090806,nothing,no,0,10,V,V,0.5,3.82775833877e-06
20120609090806,nothing,no,0,10,V,V,1.0,8.01275422333e-06
20120609090806,nothing,no,0,10,V,V,2.0,6.03264287987e-06
20120609090806,nothing,no,0,10,V,V,4.0,1.47041343761e-06
20120609090806,nothing,no,0,10,V,V,8.0,2.04552508743e-06
20120609090806,nothing,no,0,10,V,V,16.0,3.6631892717e-06
20120609090806,nothing,no,0,10,V,V,32.0,6.27341206912e-06
20120609090806,nothing,no,0,10,V,V,64.0,9.41299853855e-06
20120609090806,nothing,no,0,10,V,V,128.0,1.8176138564e-05
20120609090806,nothing,no,0,10,W,W,0.015625,3.46777710736e-09
20120609090806,nothing,no,0,10,W,W,0.03125,6.88333715601e-09
20120609090806,nothing,no,0,10,W,W,0.0625,1.39673687294e-08
20120609090806,nothing,no,0,10,W,W,0.125,2.94529421374e-08
20120609090806,nothing,no,0,10,W,W,0.25,6.60743907017e-08
20120609090806,nothing,no,0,10,W,W,0.5,1.6076533091e-07
20120609090806,nothing,no,0,10,W,W,1.0,1.82990835177e-07
20120609090806,nothing,no,0,10,W,W,2.0,5.85046677479e-08
20120609090806,nothing,no,0,10,W,W,4.0,2.34820852201e-08
20120609090806,nothing,no,0,10,W,W,8.0,1.54310251069e-08
20120609090806,nothing,no,0,10,W,W,16.0,1.19456668989e-08
20120609090806,nothing,no,0,10,W,W,32.0,1.67695502726e-08
20120609090806,nothing,no,0,10,W,W,64.0,4.49941307973e-08
20120609090806,nothing,no,0,10,W,W,128.0,7.56346122834e-08
20120609090806,nothing,no,0,140,U,U,0.015625,1.85057329557e-05
20120609090806,nothing,no,0,140,U,U,0.03125,3.03724385804e-05
20120609090806,nothing,no,0,140,U,U,0.0625,1.78415902331e-05
20120609090806,nothing,no,0,140,U,U,0.125,1.53734152194e-05
20120609090806,nothing,no,0,140,U,U,0.25,1.63513684396e-05
20120609090806,nothing,no,0,140,U,U,0.5,3.80140008626e-05
20120609090806,nothing,no,0,140,U,U,1.0,5.9016367616e-05
20120609090806,nothing,no,0,140,U,U,2.0,7.72393534207e-05
20120609090806,nothing,no,0,140,U,U,4.0,nan
20120609090806,nothing,no,0,140,U,U,8.0,nan
20120609090806,nothing,no,0,140,U,U,16.0,nan
20120609090806,nothing,no,0,140,U,U,32.0,nan
20120609090806,nothing,no,0,140,U,U,64.0,nan
20120609090806,nothing,no,0,140,U,U,128.0,nan
20120609090806,nothing,no,0,140,V,V,0.015625,0.000728345491905
20120609090806,nothing,no,0,140,V,V,0.03125,0.000560027751793
20120609090806,nothing,no,0,140,V,V,0.0625,0.000425727480805
20120609090806,nothing,no,0,140,V,V,0.125,0.000232555816399
20120609090806,nothing,no,0,140,V,V,0.25,0.000153163798798
20120609090806,nothing,no,0,140,V,V,0.5,0.000100923841142
20120609090806,nothing,no,0,140,V,V,1.0,8.70161819117e-05
20120609090806,nothing,no,0,140,V,V,2.0,0.000106527461229
20120609090806,nothing,no,0,140,V,V,4.0,nan
20120609090806,nothing,no,0,140,V,V,8.0,nan
20120609090806,nothing,no,0,140,V,V,16.0,nan
20120609090806,nothing,no,0,140,V,V,32.0,nan
20120609090806,nothing,no,0,140,V,V,64.0,nan
20120609090806,nothing,no,0,140,V,V,128.0,nan
20120609090806,nothing,no,0,140,W,W,0.015625,8.62399361159e-06
20120609090806,nothing,no,0,140,W,W,0.03125,2.99354595604e-05
20120609090806,nothing,no,0,140,W,W,0.0625,4.52738911758e-05
20120609090806,nothing,no,0,140,W,W,0.125,5.0500736456e-05
20120609090806,nothing,no,0,140,W,W,0.25,4.01117158053e-05
20120609090806,nothing,no,0,140,W,W,0.5,4.74360568411e-05
20120609090806,nothing,no,0,140,W,W,1.0,4.34252259646e-05
20120609090806,nothing,no,0,140,W,W,2.0,5.32248642422e-05
20120609090806,nothing,no,0,140,W,W,4.0,nan
20120609090806,nothing,no,0,140,W,W,8.0,nan
20120609090806,nothing,no,0,140,W,W,16.0,nan
20120609090806,nothing,no,0,140,W,W,32.0,nan
20120609090806,nothing,no,0,140,W,W,64.0,nan
20120609090806,nothing,no,0,140,W,W,128.0,nan
20120609090806,nothing,no,0,20,U,U,0.015625,2.74019575124e-07
20120609090806,nothing,no,0,20,U,U,0.03125,5.91449548034e-07
20120609090806,nothing,no,0,20,U,U,0.0625,1.37367001967e-06
20120609090806,nothing,no,0,20,U,U,0.125,3.51628749023e-06
20120609090806,nothing,no,0,20,U,U,0.25,6.60004945567e-06
20120609090806,nothing,no,0,20,U,U,0.5,5.96029777442e-06
20120609090806,nothing,no,0,20,U,U,1.0,4.85741686876e-06
20120609090806,nothing,no,0,20,U,U,2.0,1.81363166116e-06
20120609090806,nothing,no,0,20,U,U,4.0,2.2341926222e-06
20120609090806,nothing,no,0,20,U,U,8.0,2.56838414451e-06
20120609090806,nothing,no,0,20,U,U,16.0,5.47314289981e-06
20120609090806,nothing,no,0,20,U,U,32.0,1.03201895734e-05
20120609090806,nothing,no,0,20,U,U,64.0,nan
20120609090806,nothing,no,0,20,U,U,128.0,nan
20120609090806,nothing,no,0,20,V,V,0.015625,2.80612886335e-06
20120609090806,nothing,no,0,20,V,V,0.03125,5.8994967818e-06
20120609090806,nothing,no,0,20,V,V,0.0625,1.31737771313e-05
20120609090806,nothing,no,0,20,V,V,0.125,3.2074411326e-05
20120609090806,nothing,no,0,20,V,V,0.25,6.21180118388e-05
20120609090806,nothing,no,0,20,V,V,0.5,9.03306755963e-05
20120609090806,nothing,no,0,20,V,V,1.0,3.54788080159e-05
20120609090806,nothing,no,0,20,V,V,2.0,1.1676387614e-05
20120609090806,nothing,no,0,20,V,V,4.0,5.92557852443e-06
20120609090806,nothing,no,0,20,V,V,8.0,9.64015742194e-06
20120609090806,nothing,no,0,20,V,V,16.0,1.53288666735e-05
20120609090806,nothing,no,0,20,V,V,32.0,2.88065960854e-05
20120609090806,nothing,no,0,20,V,V,64.0,nan
20120609090806,nothing,no,0,20,V,V,128.0,nan
20120609090806,nothing,no,0,20,W,W,0.015625,5.94701613756e-08
20120609090806,nothing,no,0,20,W,W,0.03125,1.35326315667e-07
20120609090806,nothing,no,0,20,W,W,0.0625,3.37682222421e-07
20120609090806,nothing,no,0,20,W,W,0.125,9.3733186937e-07
20120609090806,nothing,no,0,20,W,W,0.25,2.41172912953e-06
20120609090806,nothing,no,0,20,W,W,0.5,5.07524807827e-06
20120609090806,nothing,no,0,20,W,W,1.0,4.88450280048e-06
20120609090806,nothing,no,0,20,W,W,2.0,1.79736245496e-06
20120609090806,nothing,no,0,20,W,W,4.0,1.644418052e-06
20120609090806,nothing,no,0,20,W,W,8.0,2.20441795655e-06
20120609090806,nothing,no,0,20,W,W,16.0,4.256292485e-06
20120609090806,nothing,no,0,20,W,W,32.0,8.18168373965e-06
20120609090806,nothing,no,0,20,W,W,64.0,nan
20120609090806,nothing,no,0,20,W,W,128.0,nan
20120609090806,nothing,no,0,120,U,U,0.015625,1.1845918818e-05
20120609090806,nothing,no,0,120,U,U,0.03125,1.63893526115e-05
20120609090806,nothing,no,0,120,U,U,0.0625,1.31894006437e-05
20120609090806,nothing,no,0,120,U,U,0.125,1.73421343713e-05
20120609090806,nothing,no,0,120,U,U,0.25,7.9151251798e-06
20120609090806,nothing,no,0,120,U,U,0.5,9.18901052581e-06
20120609090806,nothing,no,0,120,U,U,1.0,1.37818196259e-05
20120609090806,nothing,no,0,120,U,U,2.0,2.13564647266e-05
20120609090806,nothing,no,0,120,U,U,4.0,3.65759080649e-05
20120609090806,nothing,no,0,120,U,U,8.0,nan
20120609090806,nothing,no,0,120,U,U,16.0,nan
20120609090806,nothing,no,0,120,U,U,32.0,nan
20120609090806,nothing,no,0,120,U,U,64.0,nan
20120609090806,nothing,no,0,120,U,U,128.0,nan
20120609090806,nothing,no,0,120,V,V,0.015625,0.000488102227171
20120609090806,nothing,no,0,120,V,V,0.03125,0.000649566488091
20120609090806,nothing,no,0,120,V,V,0.0625,0.000880835353315
20120609090806,nothing,no,0,120,V,V,0.125,0.000221914495571
20120609090806,nothing,no,0,120,V,V,0.25,0.000118074448836
20120609090806,nothing,no,0,120,V,V,0.5,6.02446350619e-05
20120609090806,nothing,no,0,120,V,V,1.0,5.21539995269e-05
20120609090806,nothing,no,0,120,V,V,2.0,4.25563222184e-05
20120609090806,nothing,no,0,120,V,V,4.0,6.34865738322e-05
20120609090806,nothing,no,0,120,V,V,8.0,nan
20120609090806,nothing,no,0,120,V,V,16.0,nan
20120609090806,nothing,no,0,120,V,V,32.0,nan
20120609090806,nothing,no,0,120,V,V,64.0,nan
20120609090806,nothing,no,0,120,V,V,128.0,nan
20120609090806,nothing,no,0,120,W,W,0.015625,1.74888786331e-05
20120609090806,nothing,no,0,120,W,W,0.03125,2.77032347191e-05
20120609090806,nothing,no,0,120,W,W,0.0625,1.96107184961e-05
20120609090806,nothing,no,0,120,W,W,0.125,2.61075700116e-05
20120609090806,nothing,no,0,120,W,W,0.25,1.88195742697e-05
20120609090806,nothing,no,0,120,W,W,0.5,1.96205305858e-05
20120609090806,nothing,no,0,120,W,W,1.0,2.63336160688e-05
20120609090806,nothing,no,0,120,W,W,2.0,3.14639980253e-05
20120609090806,nothing,no,0,120,W,W,4.0,5.53470660406e-05
20120609090806,nothing,no,0,120,W,W,8.0,nan
20120609090806,nothing,no,0,120,W,W,16.0,nan
20120609090806,nothing,no,0,120,W,W,32.0,nan
20120609090806,nothing,no,0,120,W,W,64.0,nan
20120609090806,nothing,no,0,120,W,W,128.0,nan
20120609090806,nothing,no,0,240,U,U,0.015625,1.10513999269e-05
20120609090806,nothing,no,0,240,U,U,0.03125,2.2751251055e-05
20120609090806,nothing,no,0,240,U,U,0.0625,4.47436397248e-05
20120609090806,nothing,no,0,240,U,U,0.125,5.46952575568e-05
20120609090806,nothing,no,0,240,U,U,0.25,8.44494743171e-05
20120609090806,nothing,no,0,240,U,U,0.5,9.82140901184e-05
20120609090806,nothing,no,0,240,U,U,1.0,0.000149012462551
20120609090806,nothing,no,0,240,U,U,2.0,nan
20120609090806,nothing,no,0,240,U,U,4.0,nan
20120609090806,nothing,no,0,240,U,U,8.0,nan
20120609090806,nothing,no,0,240,U,U,16.0,nan
20120609090806,nothing,no,0,240,U,U,32.0,nan
20120609090806,nothing,no,0,240,U,U,64.0,nan
20120609090806,nothing,no,0,240,U,U,128.0,nan
20120609090806,nothing,no,0,240,V,V,0.015625,0.000555492125595
20120609090806,nothing,no,0,240,V,V,0.03125,0.00030990562656
20120609090806,nothing,no,0,240,V,V,0.0625,0.000235705489818
20120609090806,nothing,no,0,240,V,V,0.125,0.000155163900554
20120609090806,nothing,no,0,240,V,V,0.25,0.000108285522674
20120609090806,nothing,no,0,240,V,V,0.5,0.000115680436218
20120609090806,nothing,no,0,240,V,V,1.0,0.000153036005082
20120609090806,nothing,no,0,240,V,V,2.0,nan
20120609090806,nothing,no,0,240,V,V,4.0,nan
20120609090806,nothing,no,0,240,V,V,8.0,nan
20120609090806,nothing,no,0,240,V,V,16.0,nan
20120609090806,nothing,no,0,240,V,V,32.0,nan
20120609090806,nothing,no,0,240,V,V,64.0,nan
20120609090806,nothing,no,0,240,V,V,128.0,nan
20120609090806,nothing,no,0,240,W,W,0.015625,2.25011321355e-05
20120609090806,nothing,no,0,240,W,W,0.03125,2.81176277011e-05
20120609090806,nothing,no,0,240,W,W,0.0625,3.24725703913e-05
20120609090806,nothing,no,0,240,W,W,0.125,5.19286865596e-05
20120609090806,nothing,no,0,240,W,W,0.25,8.14048777973e-05
20120609090806,nothing,no,0,240,W,W,0.5,9.18914166416e-05
20120609090806,nothing,no,0,240,W,W,1.0,0.000110773557569
20120609090806,nothing,no,0,240,W,W,2.0,nan
20120609090806,nothing,no,0,240,W,W,4.0,nan
20120609090806,nothing,no,0,240,W,W,8.0,nan
20120609090806,nothing,no,0,240,W,W,16.0,nan
20120609090806,nothing,no,0,240,W,W,32.0,nan
20120609090806,nothing,no,0,240,W,W,64.0,nan
20120609090806,nothing,no,0,240,W,W,128.0,nan
20120609090806,nothing,no,0,0,U,U,0.015625,1.51622075657e-09
20120609090806,nothing,no,0,0,U,U,0.03125,2.97310924854e-09
20120609090806,nothing,no,0,0,U,U,0.0625,5.8996604734e-09
20120609090806,nothing,no,0,0,U,U,0.125,1.19648021327e-08
20120609090806,nothing,no,0,0,U,U,0.25,2.52068100047e-08
20120609090806,nothing,no,0,0,U,U,0.5,5.64685122951e-08
20120609090806,nothing,no,0,0,U,U,1.0,1.38071630686e-07
20120609090806,nothing,no,0,0,U,U,2.0,3.75023650689e-07
20120609090806,nothing,no,0,0,U,U,4.0,7.23765016516e-07
20120609090806,nothing,no,0,0,U,U,8.0,4.88395247539e-07
20120609090806,nothing,no,0,0,U,U,16.0,3.69164783628e-07
20120609090806,nothing,no,0,0,U,U,32.0,7.89485033356e-07
20120609090806,nothing,no,0,0,U,U,64.0,1.46410017359e-06
20120609090806,nothing,no,0,0,U,U,128.0,2.88203617529e-06
20120609090806,nothing,no,0,0,V,V,0.015625,3.76709859702e-09
20120609090806,nothing,no,0,0,V,V,0.03125,7.34453272801e-09
20120609090806,nothing,no,0,0,V,V,0.0625,1.44179244529e-08
20120609090806,nothing,no,0,0,V,V,0.125,2.86701629783e-08
20120609090806,nothing,no,0,0,V,V,0.25,5.83639375934e-08
20120609090806,nothing,no,0,0,V,V,0.5,1.23742038144e-07
20120609090806,nothing,no,0,0,V,V,1.0,2.79904382716e-07
20120609090806,nothing,no,0,0,V,V,2.0,6.93117868171e-07
20120609090806,nothing,no,0,0,V,V,4.0,1.17781577862e-06
20120609090806,nothing,no,0,0,V,V,8.0,5.08495731364e-07
20120609090806,nothing,no,0,0,V,V,16.0,5.02181052259e-07
20120609090806,nothing,no,0,0,V,V,32.0,5.92837278785e-07
20120609090806,nothing,no,0,0,V,V,64.0,1.05658417075e-06
20120609090806,nothing,no,0,0,V,V,128.0,1.65849410825e-06
20120609090806,nothing,no,0,0,W,W,0.015625,9.04325017132e-10
20120609090806,nothing,no,0,0,W,W,0.03125,1.76952277255e-09
20120609090806,nothing,no,0,0,W,W,0.0625,3.49751713713e-09
20120609090806,nothing,no,0,0,W,W,0.125,7.04268014222e-09
20120609090806,nothing,no,0,0,W,W,0.25,1.46568727313e-08
20120609090806,nothing,no,0,0,W,W,0.5,3.22144382158e-08
20120609090806,nothing,no,0,0,W,W,1.0,7.67624022958e-08
20120609090806,nothing,no,0,0,W,W,2.0,2.0255568202e-07
20120609090806,nothing,no,0,0,W,W,4.0,3.61632888934e-07
20120609090806,nothing,no,0,0,W,W,8.0,1.57235630683e-07
20120609090806,nothing,no,0,0,W,W,16.0,1.49612671924e-07
20120609090806,nothing,no,0,0,W,W,32.0,1.93055330346e-07
20120609090806,nothing,no,0,0,W,W,64.0,3.77575111007e-07
20120609090806,nothing,no,0,0,W,W,128.0,6.82171447021e-07
20120609090806,nothing,no,0,90,U,U,0.015625,2.37137753675e-06
20120609090806,nothing,no,0,90,U,U,0.03125,6.14935000447e-06
20120609090806,nothing,no,0,90,U,U,0.0625,2.2970412789e-05
20120609090806,nothing,no,0,90,U,U,0.125,2.85866830383e-05
20120609090806,nothing,no,0,90,U,U,0.25,1.6157142886e-05
20120609090806,nothing,no,0,90,U,U,0.5,1.44073227807e-05
20120609090806,nothing,no,0,90,U,U,1.0,2.40714500307e-05
20120609090806,nothing,no,0,90,U,U,2.0,2.77340335542e-05
20120609090806,nothing,no,0,90,U,U,4.0,3.38128167695e-05
20120609090806,nothing,no,0,90,U,U,8.0,nan
20120609090806,nothing,no,0,90,U,U,16.0,nan
20120609090806,nothing,no,0,90,U,U,32.0,nan
20120609090806,nothing,no,0,90,U,U,64.0,nan
