run,modelname,treatname,angle,spd,from,to,frequency,Pxx
20120521164435,noisefloor,no,0,0,FX,FX,15.7088823816,7.69500721566e-10
20120521164435,noisefloor,no,0,0,FX,FX,15.7851390922,8.2862009924e-10
20120521164435,noisefloor,no,0,0,FX,FX,15.8613958028,8.98535337697e-10
20120521164435,noisefloor,no,0,0,FX,FX,15.9376525134,9.23844993657e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.013909224,8.48034824122e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.0901659346,9.02712754893e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.1664226452,8.69921074489e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.2426793558,8.6620153864e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.3189360664,7.96041536914e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.395192777,6.98823335575e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.4714494876,7.4657124554e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.5477061981,7.25329926489e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.6239629087,7.04903993324e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.7002196193,7.03288660069e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.7764763299,7.12961580557e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.8527330405,7.82334224004e-10
20120521164435,noisefloor,no,0,0,FX,FX,16.9289897511,8.66277754084e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.0052464617,9.14792357518e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.0815031723,9.47046926428e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.1577598829,1.00383200437e-09
20120521164435,noisefloor,no,0,0,FX,FX,17.2340165935,9.58864561319e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.3102733041,1.05813375879e-09
20120521164435,noisefloor,no,0,0,FX,FX,17.3865300146,1.05558510423e-09
20120521164435,noisefloor,no,0,0,FX,FX,17.4627867252,1.01896384753e-09
20120521164435,noisefloor,no,0,0,FX,FX,17.5390434358,8.74389525879e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.6153001464,9.18664160799e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.691556857,7.89809888387e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.7678135676,6.74824223081e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.8440702782,7.93175281106e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.9203269888,6.65245929025e-10
20120521164435,noisefloor,no,0,0,FX,FX,17.9965836994,6.93021263184e-10
20120521164435,noisefloor,no,0,0,FX,FX,18.07284041,5.58290617344e-10
20120521164435,noisefloor,no,0,0,FX,FX,18.1490971205,5.52676963441e-10
20120521164435,noisefloor,no,0,0,FX,FX,18.2253538311,8.12813265111e-10
20120521164435,noisefloor,no,0,0,FX,FX,18.3016105417,8.71359836291e-10
20120521164435,noisefloor,no,0,0,FX,FX,18.3778672523,9.17050364369e-10
20120521164435,noisefloor,no,0,0,FX,FX,18.4541239629,8.65146010745e-10
20120521164435,noisefloor,no,0,0,FX,FX,18.5303806735,1.03060455149e-09
20120521164435,noisefloor,no,0,0,FX,FX,18.6066373841,1.12849507984e-09
20120521164435,noisefloor,no,0,0,FX,FX,18.6828940947,1.08143752629e-09
20120521164435,noisefloor,no,0,0,FX,FX,18.7591508053,1.16561416373e-09
20120521164435,noisefloor,no,0,0,FX,FX,18.8354075159,1.11231114973e-09
20120521164435,noisefloor,no,0,0,FX,FX,18.9116642265,8.98761760992e-10
20120521164435,noisefloor,no,0,0,FX,FX,18.987920937,1.11689939836e-09
20120521164435,noisefloor,no,0,0,FX,FX,19.0641776476,1.37700832182e-09
20120521164435,noisefloor,no,0,0,FX,FX,19.1404343582,1.03997575059e-09
20120521164435,noisefloor,no,0,0,FX,FX,19.2166910688,9.34866657077e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.2929477794,8.77633454507e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.36920449,8.71722385171e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.4454612006,9.09978120379e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.5217179112,6.39271907381e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.5979746218,4.83843964761e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.6742313324,5.88251518857e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.7504880429,6.64498712331e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.8267447535,6.45516598282e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.9030014641,6.27746969923e-10
20120521164435,noisefloor,no,0,0,FX,FX,19.9792581747,7.51329437265e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.0555148853,8.11518608617e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.1317715959,7.74689645653e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.2080283065,9.58409412095e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.2842850171,1.04147303587e-09
20120521164435,noisefloor,no,0,0,FX,FX,20.3605417277,9.45373754236e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.4367984383,9.38373846307e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.5130551489,7.82674640783e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.5893118594,9.03879963042e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.66556857,9.2542599769e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.7418252806,9.1590059241e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.8180819912,6.68880472669e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.8943387018,6.58825930617e-10
20120521164435,noisefloor,no,0,0,FX,FX,20.9705954124,6.62263814278e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.046852123,6.10452293719e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.1231088336,5.91734712293e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.1993655442,6.27898061301e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.2756222548,6.11230304145e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.3518789653,6.52308000697e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.4281356759,6.69328762767e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.5043923865,5.91821017701e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.5806490971,6.73058974438e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.6569058077,7.03752017111e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.7331625183,8.16013668749e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.8094192289,7.62797046565e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.8856759395,7.02669431743e-10
20120521164435,noisefloor,no,0,0,FX,FX,21.9619326501,7.91550264306e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.0381893607,8.24588871976e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.1144460713,7.16812925195e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.1907027818,7.04222071754e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.2669594924,6.45564541904e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.343216203,6.73294184788e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.4194729136,6.88366370979e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.4957296242,6.59807496313e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.5719863348,5.26573906276e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.6482430454,5.98074785564e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.724499756,7.17087565638e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.8007564666,9.00786599719e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.8770131772,9.64696082204e-10
20120521164435,noisefloor,no,0,0,FX,FX,22.9532698878,8.56492329218e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.0295265983,9.06846411999e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.1057833089,9.53352790524e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.1820400195,1.06687601207e-09
20120521164435,noisefloor,no,0,0,FX,FX,23.2582967301,9.08021468062e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.3345534407,7.74027101473e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.4108101513,8.15690270337e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.4870668619,9.14821688857e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.5633235725,9.26334515805e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.6395802831,7.32626523784e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.7158369937,7.42053425511e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.7920937042,7.29783821417e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.8683504148,7.90141899452e-10
20120521164435,noisefloor,no,0,0,FX,FX,23.9446071254,6.55270833559e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.020863836,5.40081137415e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.0971205466,6.33094157784e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.1733772572,7.65146253437e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.2496339678,9.04872217584e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.3258906784,8.29699442536e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.402147389,8.28575536049e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.4784040996,9.29631483629e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.5546608102,8.50902626958e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.6309175207,8.84034317366e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.7071742313,9.46938335941e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.7834309419,9.92369987292e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.8596876525,8.80758280284e-10
20120521164435,noisefloor,no,0,0,FX,FX,24.9359443631,9.75364070822e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.0122010737,1.08692310284e-09
20120521164435,noisefloor,no,0,0,FX,FX,25.0884577843,1.18711398349e-09
20120521164435,noisefloor,no,0,0,FX,FX,25.1647144949,9.8926791457e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.2409712055,9.10821010974e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.3172279161,8.81423739737e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.3934846266,8.57098012244e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.4697413372,7.64222047071e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.5459980478,7.39532068199e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.6222547584,7.2009230198e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.698511469,8.2019543284e-10
20120521164435,noisefloor,no,0,0,FX,FX,25.7747681796,8.30446913109e-10
