run,modelname,treatname,angle,spd,from,to,kfrequency,Pxx
20120521164435,noisefloor,no,0,0,FX,FX,0.294858612224,3.8447097758e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.320221672441,3.91314214595e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.347766404811,3.98746091132e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.377680471761,4.0681724061e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.410167678004,4.15582651818e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.44544935907,4.25102043555e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.483765889262,4.35440271492e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.525378319327,4.46667770039e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.570570154997,4.58861032209e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.619649288518,4.72103130769e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.672950096316,4.86484284217e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.730835717112,5.02102471435e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.793700525984,5.19064099226e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.861972821247,5.37484727261e-11
20120521164435,noisefloor,no,0,0,FX,FX,0.936117742454,5.57489855387e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.01664043939,5.79215778661e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.10408951367,6.02810515928e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.19906075636,6.28434818272e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.30220120709,6.56263264217e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.41421356237,6.8648544913e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.53586096304,7.19307276937e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.66797219356,7.54952362944e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.81144732853,7.93663557335e-11
20120521164435,noisefloor,no,0,0,FX,FX,1.96726386489,8.35704599707e-11
20120521164435,noisefloor,no,0,0,FX,FX,2.13648338163,8.81361915929e-11
20120521164435,noisefloor,no,0,0,FX,FX,2.32025877232,9.30946569569e-11
20120521164435,noisefloor,no,0,0,FX,FX,2.51984209979,9.84796381167e-11
20120521164435,noisefloor,no,0,0,FX,FX,2.73659312643,1.04327822981e-10
20120521164435,noisefloor,no,0,0,FX,FX,2.97198857827,1.07894012926e-10
20120521164435,noisefloor,no,0,0,FX,FX,3.22763220593,1.07840181198e-10
20120521164435,noisefloor,no,0,0,FX,FX,3.50526571095,1.07781718988e-10
20120521164435,noisefloor,no,0,0,FX,FX,3.80678061204,1.07718227993e-10
20120521164435,noisefloor,no,0,0,FX,FX,4.13423113203,1.07649275648e-10
20120521164435,noisefloor,no,0,0,FX,FX,4.48984819324,1.07574392181e-10
20120521164435,noisefloor,no,0,0,FX,FX,4.87605461682,1.07493067411e-10
20120521164435,noisefloor,no,0,0,FX,FX,5.29548162942,1.07404747271e-10
20120521164435,noisefloor,no,0,0,FX,FX,5.75098678978,1.07154824589e-10
20120521164435,noisefloor,no,0,0,FX,FX,6.24567345725,1.00624159084e-10
20120521164435,noisefloor,no,0,0,FX,FX,6.78291193502,9.35317407411e-11
20120521164435,noisefloor,no,0,0,FX,FX,7.36636243204,8.58292488709e-11
20120521164435,noisefloor,no,0,0,FX,FX,8.0,7.7464206351e-11
20120521164435,noisefloor,no,0,0,FX,FX,8.68814161541,6.87059973758e-11
20120521164435,noisefloor,no,0,0,FX,FX,9.43547559118,6.19102257563e-11
20120521164435,noisefloor,no,0,0,FX,FX,10.2470935181,5.45298974792e-11
20120521164435,noisefloor,no,0,0,FX,FX,11.128524954,4.65147303244e-11
20120521164435,noisefloor,no,0,0,FX,FX,12.0857750963,4.1072848207e-11
20120521164435,noisefloor,no,0,0,FX,FX,13.1253656961,3.72027652998e-11
20120521164435,noisefloor,no,0,0,FX,FX,14.2543794902,3.29997867548e-11
20120521164435,noisefloor,no,0,0,FX,FX,15.4805084564,3.08927781645e-11
20120521164435,noisefloor,no,0,0,FX,FX,16.8121062185,2.88247239108e-11
20120521164435,noisefloor,no,0,0,FX,FX,18.2582449599,2.94921402649e-11
20120521164435,noisefloor,no,0,0,FX,FX,19.8287772326,3.14489620095e-11
20120521164435,noisefloor,no,0,0,FX,FX,21.5344030821,3.1377175462e-11
20120521164435,noisefloor,no,0,0,FX,FX,23.3867429476,3.06384037132e-11
20120521164435,noisefloor,no,0,0,FX,FX,25.3984168315,2.89916242969e-11
20120521164435,noisefloor,no,0,0,FX,FX,27.5831302799,2.70337671499e-11
20120521164435,noisefloor,no,0,0,FX,FX,29.9557677585,2.48970249521e-11
20120521164435,noisefloor,no,0,0,FX,FX,32.5324940605,2.28812532969e-11
20120521164435,noisefloor,no,0,0,FX,FX,35.3308644376,2.18882837178e-11
20120521164435,noisefloor,no,0,0,FX,FX,38.3699442036,2.14254384884e-11
20120521164435,noisefloor,no,0,0,FX,FX,41.670438627,2.03469334382e-11
20120521164435,noisefloor,no,0,0,FX,FX,45.2548339959,2.35214660228e-11
20120521164435,noisefloor,no,0,0,FX,FX,49.1475508173,2.26358018932e-11
20120521164435,noisefloor,no,0,0,FX,FX,53.3751101939,2.00086995099e-11
20120521164435,noisefloor,no,0,0,FX,FX,57.9663145129,1.47145103208e-11
20120521164435,noisefloor,no,0,0,FX,FX,62.9524436764,1.998786931e-11
20120521164435,noisefloor,no,0,0,FX,FX,68.3674682121,1.79817169865e-11
20120521164435,noisefloor,no,0,0,FX,FX,74.2482807143,1.97980690817e-11
20120521164435,noisefloor,no,0,0,FX,FX,80.6349471933,1.75356338312e-11
20120521164435,noisefloor,no,0,0,FX,FX,87.5709800458,2.08194851126e-11
20120521164435,noisefloor,no,0,0,FX,FX,95.1036345048,2.1588537571e-11
20120521164435,noisefloor,no,0,0,FX,FX,103.28423059,1.97603071318e-11
20120521164435,noisefloor,no,0,0,FX,FX,112.16850275,1.82857486888e-11
20120521164435,noisefloor,no,0,0,FX,FX,121.816979585,1.72758282936e-11
20120521164435,noisefloor,no,0,0,FX,FX,132.295396225,2.28229667872e-11
20120521164435,noisefloor,no,0,0,FX,FX,143.675142184,2.3629554019e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0139202924709,3.37986817781e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0151176840394,3.38319087693e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.016418072479,3.386799387e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0178303173437,3.39071829282e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0193640402662,3.3949742939e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0210296905099,3.39959638642e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0228386161598,3.40461606072e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.024803141437,3.41006751586e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.026936650664,3.41598789265e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0292536794517,3.42241752664e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.031770013731,3.42940022297e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0345027973023,3.43698355479e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0374706486363,3.44521918739e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0406937877217,3.45416323018e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0441941738242,3.46387661898e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.047995655095,3.47442553116e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0521241310488,3.48588183652e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0566077290165,3.49832358694e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0614769957778,3.51183554815e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0667651056759,3.5265097772e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.072508086635,3.54244624971e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0787450656184,3.55975354097e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.085518535201,3.57854956564e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.0928746430711,3.59896238117e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.100863506435,3.62113106017e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.109539553467,3.645206638e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.118961894126,3.67135314171e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.129194722876,3.69974870757e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.140307756039,3.73058679476e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.152376706776,3.76407750334e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.165483800919,3.80044900571e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.179718337181,3.83994910113e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.195177295539,3.88284690398e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.211965997969,3.92943467725e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.230198826001,3.98002982372e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.25,4.03497704841e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.271504425482,4.0946507071e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.294858612224,4.15945735677e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.320221672441,4.22983852552e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.347766404811,4.30627372066e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.377680471761,4.38928369563e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.410167678004,4.47943399789e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.44544935907,4.57733882198e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.483765889262,4.68366519404e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.525378319327,4.79913751629e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.570570154997,4.92454250232e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.619649288518,5.06073453707e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.672950096316,5.20864149767e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.730835717112,5.36927107511e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.793700525984,5.54371763967e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.861972821247,5.73316969682e-11
20120521164435,noisefloor,no,0,0,FY,FY,0.936117742454,5.93891798455e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.01664043939,6.16236426717e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.10408951367,6.40503088552e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.19906075636,6.66857112872e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.30220120709,6.95478049801e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.41421356237,7.2656089395e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.53586096304,7.60317412923e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.66797219356,7.96977590083e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.81144732853,8.36791191435e-11
20120521164435,noisefloor,no,0,0,FY,FY,1.96726386489,8.8002946728e-11
20120521164435,noisefloor,no,0,0,FY,FY,2.13648338163,9.26987000249e-11
20120521164435,noisefloor,no,0,0,FY,FY,2.32025877232,9.77983712292e-11
20120521164435,noisefloor,no,0,0,FY,FY,2.51984209979,1.03336704431e-10
20120521164435,noisefloor,no,0,0,FY,FY,2.73659312643,1.09351432327e-10
20120521164435,noisefloor,no,0,0,FY,FY,2.97198857827,1.12684155239e-10
20120521164435,noisefloor,no,0,0,FY,FY,3.22763220593,1.11792580541e-10
20120521164435,noisefloor,no,0,0,FY,FY,3.50526571095,1.10824314637e-10
20120521164435,noisefloor,no,0,0,FY,FY,3.80678061204,1.09772760724e-10
20120521164435,noisefloor,no,0,0,FY,FY,4.13423113203,1.08630754561e-10
20120521164435,noisefloor,no,0,0,FY,FY,4.48984819324,1.07390515652e-10
20120521164435,noisefloor,no,0,0,FY,FY,4.87605461682,1.06043594242e-10
20120521164435,noisefloor,no,0,0,FY,FY,5.29548162942,1.04580813748e-10
20120521164435,noisefloor,no,0,0,FY,FY,5.75098678978,1.02873315121e-10
20120521164435,noisefloor,no,0,0,FY,FY,6.24567345725,9.61867671732e-11
20120521164435,noisefloor,no,0,0,FY,FY,6.78291193502,8.89250577366e-11
20120521164435,noisefloor,no,0,0,FY,FY,7.36636243204,8.10387127423e-11
20120521164435,noisefloor,no,0,0,FY,FY,8.0,7.24740024749e-11
20120521164435,noisefloor,no,0,0,FY,FY,8.68814161541,6.36442131184e-11
20120521164435,noisefloor,no,0,0,FY,FY,9.43547559118,5.79794449664e-11
20120521164435,noisefloor,no,0,0,FY,FY,10.2470935181,5.18274064761e-11
20120521164435,noisefloor,no,0,0,FY,FY,11.128524954,4.51461837726e-11
20120521164435,noisefloor,no,0,0,FY,FY,12.0857750963,4.04413343445e-11
20120521164435,noisefloor,no,0,0,FY,FY,13.1253656961,3.69267472856e-11
20120521164435,noisefloor,no,0,0,FY,FY,14.2543794902,3.31098435246e-11
20120521164435,noisefloor,no,0,0,FY,FY,15.4805084564,3.5528230538e-11
20120521164435,noisefloor,no,0,0,FY,FY,16.8121062185,3.87427475026e-11
20120521164435,noisefloor,no,0,0,FY,FY,18.2582449599,3.85924586326e-11
20120521164435,noisefloor,no,0,0,FY,FY,19.8287772326,3.68894119019e-11
20120521164435,noisefloor,no,0,0,FY,FY,21.5344030821,3.06845655448e-11
20120521164435,noisefloor,no,0,0,FY,FY,23.3867429476,2.41677156087e-11
20120521164435,noisefloor,no,0,0,FY,FY,25.3984168315,2.09151101456e-11
20120521164435,noisefloor,no,0,0,FY,FY,27.5831302799,2.3288810499e-11
20120521164435,noisefloor,no,0,0,FY,FY,29.9557677585,2.54185643423e-11
20120521164435,noisefloor,no,0,0,FY,FY,32.5324940605,2.4916125645e-11
20120521164435,noisefloor,no,0,0,FY,FY,35.3308644376,2.36774180344e-11
20120521164435,noisefloor,no,0,0,FY,FY,38.3699442036,2.43165981182e-11
20120521164435,noisefloor,no,0,0,FY,FY,41.670438627,2.17989771341e-11
20120521164435,noisefloor,no,0,0,FY,FY,45.2548339959,1.94960336939e-11
20120521164435,noisefloor,no,0,0,FY,FY,49.1475508173,1.94760629355e-11
20120521164435,noisefloor,no,0,0,FY,FY,53.3751101939,2.06754240223e-11
20120521164435,noisefloor,no,0,0,FY,FY,57.9663145129,2.19682580181e-11
20120521164435,noisefloor,no,0,0,FY,FY,62.9524436764,2.3275539234e-11
20120521164435,noisefloor,no,0,0,FY,FY,68.3674682121,2.73738289556e-11
20120521164435,noisefloor,no,0,0,FY,FY,74.2482807143,2.31847558469e-11
20120521164435,noisefloor,no,0,0,FY,FY,80.6349471933,2.34757749331e-11
20120521164435,noisefloor,no,0,0,FY,FY,87.5709800458,2.10472173203e-11
20120521164435,noisefloor,no,0,0,FY,FY,95.1036345048,1.66389986931e-11
20120521164435,noisefloor,no,0,0,FY,FY,103.28423059,2.69186542685e-11
20120521164435,noisefloor,no,0,0,FY,FY,112.16850275,2.47817100638e-11
20120521164435,noisefloor,no,0,0,FY,FY,121.816979585,2.66133013451e-11
20120521164435,noisefloor,no,0,0,FY,FY,132.295396225,2.93083277187e-11
20120521164435,noisefloor,no,0,0,FY,FY,143.675142184,2.52911173176e-11
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0139202924709,4.15045086114e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0151176840394,4.15543832615e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.016418072479,4.16085480144e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0178303173437,4.16673718949e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0193640402662,4.17312556704e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0210296905099,4.18006345814e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0228386161598,4.18759813069e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.024803141437,4.19578091846e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.026936650664,4.20466757084e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0292536794517,4.21431863262e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.031770013731,4.22479985656e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0345027973023,4.2361826513e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0374706486363,4.24854456788e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0406937877217,4.26196982812e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0441941738242,4.2765498984e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.047995655095,4.29238411281e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0521241310488,4.30958034995e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0566077290165,4.3282557679e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0614769957778,4.34853760238e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0667651056759,4.37056403366e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.072508086635,4.39448512793e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0787450656184,4.42046385977e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.085518535201,4.44867722241e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.0928746430711,4.47931743367e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.100863506435,4.51259324549e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.109539553467,4.54873136618e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.118961894126,4.58797800495e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.129194722876,4.63060054941e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.140307756039,4.67688938718e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.152376706776,4.72715988441e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.165483800919,4.78175453428e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.179718337181,4.84104529048e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.195177295539,4.90543610126e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.211965997969,4.97536566162e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.230198826001,5.05131040205e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.25,5.13378773453e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.271504425482,5.22335957761e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.294858612224,5.32063618479e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.320221672441,5.42628030217e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.347766404811,5.54101168375e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.377680471761,5.66561199511e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.410167678004,5.80093013892e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.44544935907,5.94788803848e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.483765889262,6.10748691884e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.525378319327,6.28081412812e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.570570154997,6.46905054563e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.619649288518,6.67347862719e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.672950096316,6.89549114253e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.730835717112,7.13660066424e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.793700525984,7.39844987293e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.861972821247,7.68282274879e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,0.936117742454,7.99165672593e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,1.01664043939,8.32705589205e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,1.10408951367,8.69130532368e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,1.19906075636,9.08688665434e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,1.30220120709,9.51649498199e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,1.41421356237,9.98305723071e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,1.53586096304,1.04897520919e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,1.66797219356,1.10400316806e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,1.81144732853,1.16376450549e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,1.96726386489,1.22866637583e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,2.13648338163,1.29915095592e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,2.32025877232,1.3756984576e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,2.51984209979,1.45883039946e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,2.73659312643,1.54911315992e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,2.97198857827,1.60363906829e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,3.22763220593,1.60149013918e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,3.50526571095,1.59915636413e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,3.80678061204,1.59662184312e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,4.13423113203,1.59386930843e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,4.48984819324,1.59088000703e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,4.87605461682,1.58763357279e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,5.29548162942,1.58410788774e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,5.75098678978,1.57785900676e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,6.24567345725,1.47271958888e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,6.78291193502,1.35853631989e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,7.36636243204,1.2345312685e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,8.0,1.09985958757e-07
20120521164435,noisefloor,no,0,0,FZ,FZ,8.68814161541,9.60328764508e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,9.43547559118,8.6475521015e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,10.2470935181,7.6096063828e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,11.128524954,6.48237895866e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,12.0857750963,5.61850478091e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,13.1253656961,4.90559509303e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,14.2543794902,4.13136255211e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,15.4805084564,4.00165670674e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,16.8121062185,3.92451128238e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,18.2582449599,3.9338992644e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,19.8287772326,3.98349401623e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,21.5344030821,3.63113682174e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,23.3867429476,3.17764715361e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,25.3984168315,2.71339397222e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,27.5831302799,2.34089678517e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,29.9557677585,2.17189518679e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,32.5324940605,2.11864103e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,35.3308644376,1.95664948165e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,38.3699442036,1.74771384703e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,41.670438627,1.53692720669e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,45.2548339959,1.37381361982e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,49.1475508173,1.23627158738e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,53.3751101939,1.19142061844e-08
20120521164435,noisefloor,no,0,0,FZ,FZ,57.9663145129,9.52726156698e-09
20120521164435,noisefloor,no,0,0,FZ,FZ,62.9524436764,9.46797449699e-09
20120521164435,noisefloor,no,0,0,FZ,FZ,68.3674682121,8.40057027991e-09
20120521164435,noisefloor,no,0,0,FZ,FZ,74.2482807143,7.7311201748e-09
20120521164435,noisefloor,no,0,0,FZ,FZ,80.6349471933,7.49365745888e-09
20120521164435,noisefloor,no,0,0,FZ,FZ,87.5709800458,5.94710663995e-09
20120521164435,noisefloor,no,0,0,FZ,FZ,95.1036345048,4.67661422432e-09
