run,modelname,treatname,angle,spd,channel,variable,mean
20120521164435,noisefloor,no,0,0,U,mu_1,0.00568831709985
20120521164435,noisefloor,no,0,0,V,mu_2,-0.0265743007448
20120521164435,noisefloor,no,0,0,W,mu_3,-0.00660971925621
20120521164435,noisefloor,no,0,0,U,mu_1,0.00568831709985
20120521164435,noisefloor,no,0,0,V,mu_2,-0.0265743007448
20120521164435,noisefloor,no,0,0,W,mu_3,-0.00660971925621
